user_id,login_time,ip_country,timezone,device_hash,isp_type,vpn_flag,anomaly
user_1,2025-09-07 11:28:53.735277,IN,IST,94611C,residential,False,0
user_1,2025-08-30 18:07:53.735516,IN,IST,94611C,residential,False,0
user_1,2025-08-16 12:38:53.735521,IN,IST,94611C,residential,False,0
user_1,2025-08-19 10:22:53.735525,IN,IST,94611C,residential,False,0
user_1,2025-09-03 18:23:53.735529,IN,IST,94611C,residential,False,0
user_2,2025-08-24 11:39:53.735535,IN,IST,69897D,residential,False,0
user_2,2025-08-21 10:21:53.735538,IN,IST,69897D,residential,False,0
user_2,2025-08-24 09:23:53.735542,IN,IST,69897D,residential,False,0
user_2,2025-09-02 21:37:53.735545,IN,IST,69897D,residential,False,0
user_2,2025-09-12 19:20:53.735549,IN,IST,69897D,residential,False,0
user_3,2025-09-13 19:57:53.735553,IN,IST,76239B,residential,False,0
user_3,2025-08-23 20:43:53.735557,IN,IST,76239B,residential,False,0
user_3,2025-08-20 08:26:53.735561,IN,IST,76239B,residential,False,0
user_3,2025-08-18 17:27:53.735565,IN,IST,76239B,residential,False,0
user_3,2025-08-17 21:46:53.735568,IN,IST,76239B,residential,False,0
user_4,2025-08-15 10:43:53.735572,IN,IST,C233F7,residential,False,0
user_4,2025-08-22 11:56:53.735576,IN,IST,C233F7,residential,False,0
user_4,2025-09-11 12:50:53.735579,IN,IST,C233F7,residential,False,0
user_4,2025-09-07 12:08:53.735583,IN,IST,C233F7,residential,False,0
user_4,2025-09-07 09:03:53.735587,IN,IST,C233F7,residential,False,0
user_5,2025-08-20 19:13:53.735591,IN,IST,289192,residential,False,0
user_5,2025-08-27 17:08:53.735595,IN,IST,289192,residential,False,0
user_5,2025-08-19 12:01:53.735598,IN,IST,289192,residential,False,0
user_5,2025-08-25 19:46:53.735602,IN,IST,289192,residential,False,0
user_5,2025-08-17 14:43:53.735605,IN,IST,289192,residential,False,0
user_6,2025-08-16 15:46:53.735610,IN,IST,C8278E,residential,False,0
user_6,2025-09-11 21:16:53.735613,IN,IST,C8278E,residential,False,0
user_6,2025-09-10 09:39:53.735617,IN,IST,C8278E,residential,False,0
user_6,2025-09-10 09:05:53.735621,IN,IST,C8278E,residential,False,0
user_6,2025-08-23 17:03:53.735624,IN,IST,C8278E,residential,False,0
user_7,2025-09-13 01:25:53.735643,CN,UTC,9BC1CD,datacenter,True,1
user_7,2025-09-04 21:35:53.735650,IN,IST,72D26D,residential,False,0
user_7,2025-08-29 15:13:53.735654,IN,IST,72D26D,residential,False,0
user_7,2025-09-13 00:39:53.735658,BR,CST,F2A817,datacenter,True,1
user_7,2025-09-01 09:46:53.735662,IN,IST,72D26D,residential,False,0
user_8,2025-08-24 15:25:53.735666,IN,IST,0A9420,residential,False,0
user_8,2025-08-20 19:59:53.735670,IN,IST,0A9420,residential,False,0
user_8,2025-08-17 20:40:53.735673,IN,IST,0A9420,residential,False,0
user_8,2025-08-16 20:00:53.735677,IN,IST,0A9420,residential,False,0
user_8,2025-08-20 14:08:53.735680,IN,IST,0A9420,residential,False,0
user_9,2025-08-21 08:43:53.735684,IN,IST,E19836,residential,False,0
user_9,2025-09-06 15:10:53.735688,IN,IST,E19836,residential,False,0
user_9,2025-08-26 08:07:53.735692,IN,IST,E19836,residential,False,0
user_9,2025-09-11 10:32:53.735695,IN,IST,E19836,residential,False,0
user_9,2025-08-18 12:41:53.735698,IN,IST,E19836,residential,False,0
user_10,2025-09-05 19:06:53.735703,IN,IST,792E21,residential,False,0
user_10,2025-09-02 09:32:53.735707,IN,IST,792E21,residential,False,0
user_10,2025-09-13 05:23:53.735710,BR,EST,890394,datacenter,True,1
user_10,2025-09-02 15:21:53.735714,IN,IST,792E21,residential,False,0
user_10,2025-09-13 10:36:53.735718,IN,IST,792E21,residential,False,0
user_11,2025-08-30 21:02:53.735722,IN,IST,5B18CE,residential,False,0
user_11,2025-09-13 12:25:53.735725,IN,IST,5B18CE,residential,False,0
user_11,2025-08-22 21:38:53.735728,IN,IST,5B18CE,residential,False,0
user_11,2025-08-18 16:14:53.735732,IN,IST,5B18CE,residential,False,0
user_11,2025-08-30 17:41:53.735735,IN,IST,5B18CE,residential,False,0
user_12,2025-08-17 20:50:53.735740,IN,IST,F2F9E0,residential,False,0
user_12,2025-09-07 08:51:53.735743,IN,IST,F2F9E0,residential,False,0
user_12,2025-08-16 11:29:53.735746,IN,IST,F2F9E0,residential,False,0
user_12,2025-09-09 14:38:53.735750,IN,IST,F2F9E0,residential,False,0
user_12,2025-09-01 18:28:53.735753,IN,IST,F2F9E0,residential,False,0
user_13,2025-09-10 20:31:53.735758,IN,IST,1826A0,residential,False,0
user_13,2025-09-07 18:50:53.735761,IN,IST,1826A0,residential,False,0
user_13,2025-08-23 19:01:53.735765,IN,IST,1826A0,residential,False,0
user_13,2025-09-04 20:56:53.735768,IN,IST,1826A0,residential,False,0
user_13,2025-08-24 13:27:53.735772,IN,IST,1826A0,residential,False,0
user_14,2025-08-17 19:43:53.735776,IN,IST,DB0AAD,residential,False,0
user_14,2025-08-25 21:10:53.735779,IN,IST,DB0AAD,residential,False,0
user_14,2025-08-19 14:27:53.735783,IN,IST,DB0AAD,residential,False,0
user_14,2025-08-20 14:32:53.735786,IN,IST,DB0AAD,residential,False,0
user_14,2025-09-13 16:26:53.735789,IN,IST,DB0AAD,residential,False,0
user_15,2025-08-15 16:51:53.735793,IN,IST,84D2B0,residential,False,0
user_15,2025-09-01 16:02:53.735797,IN,IST,84D2B0,residential,False,0
user_15,2025-09-07 13:07:53.735800,IN,IST,84D2B0,residential,False,0
user_15,2025-08-18 16:36:53.735803,IN,IST,84D2B0,residential,False,0
user_15,2025-09-13 10:41:53.735807,IN,IST,84D2B0,residential,False,0
user_16,2025-09-02 15:14:53.735811,IN,IST,2EF406,residential,False,0
user_16,2025-08-18 13:31:53.735814,IN,IST,2EF406,residential,False,0
user_16,2025-08-21 16:51:53.735820,IN,IST,2EF406,residential,False,0
user_16,2025-08-28 21:48:53.735824,IN,IST,2EF406,residential,False,0
user_16,2025-08-19 11:11:53.735827,IN,IST,2EF406,residential,False,0
user_17,2025-08-15 14:01:53.735831,IN,IST,7CE494,residential,False,0
user_17,2025-09-11 08:36:53.735835,IN,IST,7CE494,residential,False,0
user_17,2025-08-28 15:16:53.735838,IN,IST,7CE494,residential,False,0
user_17,2025-08-18 08:01:53.735842,IN,IST,7CE494,residential,False,0
user_17,2025-09-12 19:53:53.735845,IN,IST,7CE494,residential,False,0
user_18,2025-08-22 12:31:53.735849,IN,IST,910D48,residential,False,0
user_18,2025-09-13 08:18:53.735852,IN,IST,910D48,residential,False,0
user_18,2025-08-15 09:52:53.735856,IN,IST,910D48,residential,False,0
user_18,2025-09-02 17:31:53.735859,IN,IST,910D48,residential,False,0
user_18,2025-09-08 14:03:53.735862,IN,IST,910D48,residential,False,0
user_19,2025-08-22 18:55:53.735866,IN,IST,D6E577,residential,False,0
user_19,2025-08-18 08:37:53.735870,IN,IST,D6E577,residential,False,0
user_19,2025-08-21 12:51:53.735873,IN,IST,D6E577,residential,False,0
user_19,2025-09-12 13:21:53.735877,IN,IST,D6E577,residential,False,0
user_19,2025-09-03 08:08:53.735880,IN,IST,D6E577,residential,False,0
user_20,2025-08-17 18:05:53.735884,IN,IST,4A35B5,residential,False,0
user_20,2025-08-29 20:02:53.735887,IN,IST,4A35B5,residential,False,0
user_20,2025-08-25 19:58:53.735891,IN,IST,4A35B5,residential,False,0
user_20,2025-09-10 10:25:53.735894,IN,IST,4A35B5,residential,False,0
user_20,2025-09-11 10:19:53.735898,IN,IST,4A35B5,residential,False,0
user_21,2025-09-07 11:40:53.735901,IN,IST,A121F9,residential,False,0
user_21,2025-09-13 15:38:53.735905,IN,IST,A121F9,residential,False,0
user_21,2025-08-27 15:00:53.735908,IN,IST,A121F9,residential,False,0
user_21,2025-09-03 19:56:53.735912,IN,IST,A121F9,residential,False,0
user_21,2025-08-20 09:22:53.735915,IN,IST,A121F9,residential,False,0
user_22,2025-08-15 17:34:53.735919,IN,IST,2CC354,residential,False,0
user_22,2025-09-07 19:15:53.735922,IN,IST,2CC354,residential,False,0
user_22,2025-08-19 16:51:53.735926,IN,IST,2CC354,residential,False,0
user_22,2025-08-17 08:01:53.735929,IN,IST,2CC354,residential,False,0
user_22,2025-09-13 21:11:53.735932,IN,IST,2CC354,residential,False,0
user_23,2025-09-09 12:31:53.735936,IN,IST,97284F,residential,False,0
user_23,2025-08-18 14:08:53.735940,IN,IST,97284F,residential,False,0
user_23,2025-09-05 10:18:53.735943,IN,IST,97284F,residential,False,0
user_23,2025-08-29 10:19:53.735947,IN,IST,97284F,residential,False,0
user_23,2025-08-21 13:55:53.735950,IN,IST,97284F,residential,False,0
user_24,2025-09-13 15:51:53.735954,IN,IST,D9E274,residential,False,0
user_24,2025-09-03 08:07:53.735957,IN,IST,D9E274,residential,False,0
user_24,2025-09-10 13:39:53.735961,IN,IST,D9E274,residential,False,0
user_24,2025-08-25 21:34:53.735964,IN,IST,D9E274,residential,False,0
user_24,2025-08-29 21:24:53.735967,IN,IST,D9E274,residential,False,0
user_25,2025-09-11 16:28:53.735971,IN,IST,5F2F2F,residential,False,0
user_25,2025-08-27 21:17:53.735975,IN,IST,5F2F2F,residential,False,0
user_25,2025-09-12 13:34:53.735978,IN,IST,5F2F2F,residential,False,0
user_25,2025-08-29 20:40:53.735983,IN,IST,5F2F2F,residential,False,0
user_25,2025-09-10 08:03:53.735987,IN,IST,5F2F2F,residential,False,0
user_26,2025-09-13 21:20:53.735991,IN,IST,EE4933,residential,False,0
user_26,2025-08-29 11:55:53.735994,IN,IST,EE4933,residential,False,0
user_26,2025-09-06 14:02:53.735998,IN,IST,EE4933,residential,False,0
user_26,2025-08-28 08:47:53.736001,IN,IST,EE4933,residential,False,0
user_26,2025-09-02 18:50:53.736005,IN,IST,EE4933,residential,False,0
user_27,2025-08-23 14:21:53.736009,IN,IST,DD13D2,residential,False,0
user_27,2025-08-31 21:37:53.736012,IN,IST,DD13D2,residential,False,0
user_27,2025-09-08 20:50:53.736015,IN,IST,DD13D2,residential,False,0
user_27,2025-08-23 15:26:53.736019,IN,IST,DD13D2,residential,False,0
user_27,2025-08-18 09:20:53.736022,IN,IST,DD13D2,residential,False,0
user_28,2025-08-17 08:04:53.736026,IN,IST,62AE1D,residential,False,0
user_28,2025-09-13 02:03:53.736030,DE,UTC,2316F6,datacenter,True,1
user_28,2025-09-13 00:16:53.736034,CN,UTC,EBDB37,datacenter,True,1
user_28,2025-08-15 20:45:53.736037,IN,IST,62AE1D,residential,False,0
user_28,2025-09-11 19:40:53.736041,IN,IST,62AE1D,residential,False,0
user_29,2025-09-09 15:28:53.736045,IN,IST,CD2603,residential,False,0
user_29,2025-08-28 21:52:53.736048,IN,IST,CD2603,residential,False,0
user_29,2025-09-11 19:32:53.736052,IN,IST,CD2603,residential,False,0
user_29,2025-08-25 20:20:53.736055,IN,IST,CD2603,residential,False,0
user_29,2025-08-22 08:02:53.736059,IN,IST,CD2603,residential,False,0
user_30,2025-08-27 16:41:53.736063,IN,IST,EBDDCA,residential,False,0
user_30,2025-08-23 17:02:53.736066,IN,IST,EBDDCA,residential,False,0
user_30,2025-09-06 21:23:53.736069,IN,IST,EBDDCA,residential,False,0
user_30,2025-08-27 13:22:53.736074,IN,IST,EBDDCA,residential,False,0
user_30,2025-09-12 18:41:53.736078,IN,IST,EBDDCA,residential,False,0
user_31,2025-09-12 17:16:53.736082,IN,IST,3E036C,residential,False,0
user_31,2025-09-06 08:08:53.736086,IN,IST,3E036C,residential,False,0
